gene_name	cell_line	aCount	bCount	totalCount	allelic_exp	minor_exp	label	XCI	cat_final
HUWE1	F7cl15	135	0	135	monoallelic	0.0	F7cl15_3	inactive	unchanged
HUWE1	F7cl4	77	0	77	monoallelic	0.0	F7cl4_1	inactive	unchanged
HUWE1	F7cl4	150	0	150	monoallelic	0.0	F7cl4_2	inactive	unchanged
HUWE1	F7cl4	98	0	98	monoallelic	0.0	F7cl4_3	inactive	unchanged
IDS	CD	90	2	92	monoallelic	0.02173913	CD_1	inactive	unchanged
IDS	CD	74	3	77	monoallelic	0.038961039	CD_2	inactive	unchanged
IDS	CD	93	2	95	monoallelic	0.021052632	CD_3	inactive	unchanged
IDS	CE	0	74	74	monoallelic	0.0	CE_1	inactive	unchanged
IDS	CE	0	75	75	monoallelic	0.0	CE_2	inactive	unchanged
IDS	CE	0	73	73	monoallelic	0.0	CE_3	inactive	unchanged
IDS	F002	0	78	78	monoallelic	0.0	F002_1	inactive	unchanged
IDS	F002	0	113	113	monoallelic	0.0	F002_2	inactive	unchanged
IDS	F002	1	100	101	monoallelic	0.00990099	F002_3	inactive	unchanged
IGSF1	ASD	58	6	64	in-between	0.09375	ASD_1	inactive	sporadic up
IGSF1	ASD	43	12	55	in-between	0.218181818	ASD_2	inactive	sporadic up
IGSF1	ASD	77	7	84	in-between	0.083333333	ASD_3	inactive	sporadic up
INTS6L	ASD	0	41	41	monoallelic	0.0	ASD_1	inactive	unchanged
INTS6L	ASD	0	50	50	monoallelic	0.0	ASD_2	inactive	unchanged
INTS6L	ASD	0	42	42	monoallelic	0.0	ASD_3	inactive	unchanged
INTS6L	F002	36	0	36	monoallelic	0.0	F002_1	inactive	unchanged
INTS6L	F002	33	0	33	monoallelic	0.0	F002_2	inactive	unchanged
INTS6L	F002	25	0	25	monoallelic	0.0	F002_3	inactive	unchanged
IRAK1	ASD	137	0	137	monoallelic	0.0	ASD_1	inactive	unchanged
IRAK1	ASD	143	0	143	monoallelic	0.0	ASD_2	inactive	unchanged
IRAK1	ASD	146	0	146	monoallelic	0.0	ASD_3	inactive	unchanged
IRAK1	F002	0	104	104	monoallelic	0.0	F002_1	inactive	unchanged
IRAK1	F002	0	107	107	monoallelic	0.0	F002_2	inactive	unchanged
IRAK1	F002	0	81	81	monoallelic	0.0	F002_3	inactive	unchanged
IRS4	CD	7	20	27	biallelic	0.259259259	CD_1		sporadic up
IRS4	CD	29	31	60	biallelic	0.483333333	CD_2		sporadic up
IRS4	CD	29	28	57	biallelic	0.49122807	CD_3		sporadic up
IRS4	CE	4	15	19	in-between	0.210526316	CE_1		sporadic up
IRS4	CE	4	26	30	in-between	0.133333333	CE_2		sporadic up
IRS4	CE	12	17	29	in-between	0.413793103	CE_3		sporadic up
IRS4	F002	24	0	24	monoallelic	0.0	F002_1		sporadic up
IRS4	F002	16	0	16	monoallelic	0.0	F002_2		sporadic up
IRS4	F002	13	0	13	monoallelic	0.0	F002_3		sporadic up
KCNE5	CD	39	45	84	biallelic	0.464285714	CD_1		sporadic up
KCNE5	CD	22	39	61	biallelic	0.360655738	CD_2		sporadic up
KCNE5	CD	29	32	61	biallelic	0.475409836	CD_3		sporadic up
KCNE5	CE	5	30	35	in-between	0.142857143	CE_1		sporadic up
KCNE5	CE	11	24	35	in-between	0.314285714	CE_2		sporadic up
KCNE5	CE	10	38	48	in-between	0.208333333	CE_3		sporadic up
KIF4A	ASD	142	0	142	monoallelic	0.0	ASD_1	inactive	unchanged
KIF4A	ASD	153	0	153	monoallelic	0.0	ASD_2	inactive	unchanged
KIF4A	ASD	163	0	163	monoallelic	0.0	ASD_3	inactive	unchanged
KIF4A	CD	0	125	125	monoallelic	0.0	CD_1	inactive	unchanged
KIF4A	CD	0	102	102	monoallelic	0.0	CD_2	inactive	unchanged
KIF4A	CD	0	140	140	monoallelic	0.0	CD_3	inactive	unchanged
KIF4A	CE	120	0	120	monoallelic	0.0	CE_1	inactive	unchanged
KIF4A	CE	88	0	88	monoallelic	0.0	CE_2	inactive	unchanged
KIF4A	CE	112	0	112	monoallelic	0.0	CE_3	inactive	unchanged
KLHL4	F002	102	46	148	in-between	0.310810811	F002_1	inactive	unchanged
KLHL4	F002	102	33	135	in-between	0.244444444	F002_2	inactive	unchanged
KLHL4	F002	98	37	135	in-between	0.274074074	F002_3	inactive	unchanged
LAMP2	CD	300	0	300	monoallelic	0.0	CD_1	inactive	unchanged
LAMP2	CD	254	0	254	monoallelic	0.0	CD_2	inactive	unchanged
LAMP2	CD	222	0	222	monoallelic	0.0	CD_3	inactive	unchanged
LAMP2	CE	0	212	212	monoallelic	0.0	CE_1	inactive	unchanged
LAMP2	CE	0	206	206	monoallelic	0.0	CE_2	inactive	unchanged
LAMP2	CE	0	232	232	monoallelic	0.0	CE_3	inactive	unchanged
LINC01560	ASD	12	0	12	monoallelic	0.0	ASD_2	inactive	unchanged
LINC01560	ASD	12	0	12	monoallelic	0.0	ASD_3	inactive	unchanged
MAGED1	ASD	0	417	417	monoallelic	0.0	ASD_1	inactive	unchanged
MAGED1	ASD	1	426	427	monoallelic	0.00234192	ASD_2	inactive	unchanged
MAGED1	ASD	0	577	577	monoallelic	0.0	ASD_3	inactive	unchanged
MAGIX	CD	15	0	15	monoallelic	0.0	CD_2		unchanged
MAOA	F002	31	1	32	monoallelic	0.03125	F002_1	escape	unchanged
MAOA	F002	20	0	20	monoallelic	0.0	F002_2	escape	unchanged
MAOA	F002	15	0	15	monoallelic	0.0	F002_3	escape	unchanged
MAOA	F7cl15	35	0	35	monoallelic	0.0	F7cl15_1	escape	unchanged
MAOA	F7cl15	29	0	29	monoallelic	0.0	F7cl15_2	escape	unchanged
MAOA	F7cl15	27	0	27	monoallelic	0.0	F7cl15_3	escape	unchanged
MAOA	F7cl4	29	1	30	monoallelic	0.033333333	F7cl4_1	escape	unchanged
MAOA	F7cl4	21	1	22	monoallelic	0.045454545	F7cl4_2	escape	unchanged
MAOA	F7cl4	32	1	33	monoallelic	0.03030303	F7cl4_3	escape	unchanged
MAP7D2	CD	7	7	14	biallelic	0.5	CD_1	inactive	unchanged
MAP7D2	CE	10	0	10	monoallelic	0.0	CE_3	inactive	unchanged
MAP7D3	CD	88	18	106	in-between	0.169811321	CD_1	inactive	unchanged
MAP7D3	CD	83	9	92	in-between	0.097826087	CD_2	inactive	unchanged
MAP7D3	CD	76	8	84	in-between	0.095238095	CD_3	inactive	unchanged
MAP7D3	CE	0	103	103	monoallelic	0.0	CE_1	inactive	unchanged
MAP7D3	CE	0	89	89	monoallelic	0.0	CE_2	inactive	unchanged
MAP7D3	CE	0	121	121	monoallelic	0.0	CE_3	inactive	unchanged
MAP7D3	F002	0	88	88	monoallelic	0.0	F002_1	inactive	unchanged
MAP7D3	F002	0	132	132	monoallelic	0.0	F002_2	inactive	unchanged
MAP7D3	F002	0	123	123	monoallelic	0.0	F002_3	inactive	unchanged
MAP7D3	F7cl15	1	120	121	monoallelic	0.008264463	F7cl15_1	inactive	unchanged
MAP7D3	F7cl15	1	78	79	monoallelic	0.012658228	F7cl15_2	inactive	unchanged
MAP7D3	F7cl15	0	83	83	monoallelic	0.0	F7cl15_3	inactive	unchanged
MAP7D3	F7cl4	0	91	91	monoallelic	0.0	F7cl4_1	inactive	unchanged
MAP7D3	F7cl4	0	90	90	monoallelic	0.0	F7cl4_2	inactive	unchanged
MAP7D3	F7cl4	0	87	87	monoallelic	0.0	F7cl4_3	inactive	unchanged
MCF2	ASD	10	0	10	monoallelic	0.0	ASD_3	inactive	unchanged
MECP2	CD	222	0	222	monoallelic	0.0	CD_1	escape	unchanged
MECP2	CD	222	0	222	monoallelic	0.0	CD_2	escape	unchanged
MECP2	CD	191	0	191	monoallelic	0.0	CD_3	escape	unchanged
MECP2	CE	0	125	125	monoallelic	0.0	CE_1	escape	unchanged
MECP2	CE	0	143	143	monoallelic	0.0	CE_2	escape	unchanged
MECP2	CE	0	146	146	monoallelic	0.0	CE_3	escape	unchanged
MORC4	F7cl15	0	15	15	monoallelic	0.0	F7cl15_1	inactive	sporadic up
MORC4	F7cl15	0	11	11	monoallelic	0.0	F7cl15_3	inactive	sporadic up
MORC4	F7cl4	8	5	13	in-between	0.384615385	F7cl4_2	inactive	sporadic up
MPP1	ASD	49	0	49	monoallelic	0.0	ASD_1	escape	consistent up
MPP1	ASD	27	0	27	monoallelic	0.0	ASD_2	escape	consistent up
MPP1	ASD	47	0	47	monoallelic	0.0	ASD_3	escape	consistent up
MPP1	CD	0	126	126	monoallelic	0.0	CD_1	escape	consistent up
MPP1	CD	0	114	114	monoallelic	0.0	CD_2	escape	consistent up
MPP1	CD	0	93	93	monoallelic	0.0	CD_3	escape	consistent up
MPP1	CE	100	0	100	monoallelic	0.0	CE_1	escape	consistent up
MPP1	CE	43	0	43	monoallelic	0.0	CE_2	escape	consistent up
MPP1	CE	79	0	79	monoallelic	0.0	CE_3	escape	consistent up
MXRA5	ASD	4	10	14	in-between	0.285714286	ASD_3	escape	sporadic up
MXRA5	CD	4	7	11	biallelic	0.363636364	CD_1	escape	sporadic up
MXRA5	CD	6	5	11	biallelic	0.454545455	CD_2	escape	sporadic up
MXRA5	CE	21	8	29	in-between	0.275862069	CE_1	escape	sporadic up
MXRA5	CE	12	5	17	in-between	0.294117647	CE_2	escape	sporadic up
MXRA5	CE	10	9	19	in-between	0.473684211	CE_3	escape	sporadic up
NAA10	ASD	0	10	10	monoallelic	0.0	ASD_3	variable	unchanged
NAA10	F002	23	0	23	monoallelic	0.0	F002_1	variable	unchanged
NHSL2	ASD	0	13	13	monoallelic	0.0	ASD_1	variable	unchanged
NHSL2	F7cl15	13	0	13	monoallelic	0.0	F7cl15_2	variable	unchanged
NHSL2	F7cl4	21	0	21	monoallelic	0.0	F7cl4_2	variable	unchanged
NHSL2	F7cl4	19	0	19	monoallelic	0.0	F7cl4_3	variable	unchanged
NR0B1	CD	8	4	12	in-between	0.333333333	CD_1	escape	unchanged
NRK	CD	3	10	13	in-between	0.230769231	CD_1	inactive	sporadic up
NRK	CD	8	17	25	in-between	0.32	CD_2	inactive	sporadic up
NRK	CD	9	4	13	in-between	0.307692308	CD_3	inactive	sporadic up
NUDT10	F7cl15	102	0	102	monoallelic	0.0	F7cl15_1	inactive	unchanged
NUDT10	F7cl15	162	0	162	monoallelic	0.0	F7cl15_2	inactive	unchanged
NUDT10	F7cl15	147	0	147	monoallelic	0.0	F7cl15_3	inactive	unchanged
NUDT10	F7cl4	169	0	169	monoallelic	0.0	F7cl4_1	inactive	unchanged
NUDT10	F7cl4	181	0	181	monoallelic	0.0	F7cl4_2	inactive	unchanged
NUDT10	F7cl4	185	0	185	monoallelic	0.0	F7cl4_3	inactive	unchanged
NUP62CL	F7cl15	0	30	30	monoallelic	0.0	F7cl15_1	variable	unchanged
NUP62CL	F7cl15	0	10	10	monoallelic	0.0	F7cl15_2	variable	unchanged
NUP62CL	F7cl15	0	14	14	monoallelic	0.0	F7cl15_3	variable	unchanged
NUP62CL	F7cl4	14	36	50	in-between	0.28	F7cl4_1	variable	unchanged
NUP62CL	F7cl4	9	18	27	in-between	0.333333333	F7cl4_2	variable	unchanged
NUP62CL	F7cl4	7	19	26	in-between	0.269230769	F7cl4_3	variable	unchanged
OFD1	ASD	13	0	13	monoallelic	0.0	ASD_3	escape	unchanged
OFD1	F7cl15	13	0	13	monoallelic	0.0	F7cl15_3	escape	unchanged
OFD1	F7cl4	12	0	12	monoallelic	0.0	F7cl4_3	escape	unchanged
PCSK1N	ASD	1	80	81	monoallelic	0.012345679	ASD_1	inactive	sporadic up
PCSK1N	ASD	0	64	64	monoallelic	0.0	ASD_2	inactive	sporadic up
PCSK1N	ASD	0	84	84	monoallelic	0.0	ASD_3	inactive	sporadic up
PCSK1N	F7cl15	39	0	39	monoallelic	0.0	F7cl15_1	inactive	sporadic up
PCSK1N	F7cl15	72	0	72	monoallelic	0.0	F7cl15_2	inactive	sporadic up
PCSK1N	F7cl15	40	0	40	monoallelic	0.0	F7cl15_3	inactive	sporadic up
PCSK1N	F7cl4	77	0	77	monoallelic	0.0	F7cl4_1	inactive	sporadic up
PCSK1N	F7cl4	91	1	92	monoallelic	0.010869565	F7cl4_2	inactive	sporadic up
PCSK1N	F7cl4	61	0	61	monoallelic	0.0	F7cl4_3	inactive	sporadic up
PDK3	CD	94	60	154	biallelic	0.38961039	CD_1	inactive	consistent up
PDK3	CD	55	69	124	biallelic	0.443548387	CD_2	inactive	consistent up
PDK3	CD	113	68	181	biallelic	0.375690608	CD_3	inactive	consistent up
PDK3	CE	73	67	140	biallelic	0.478571429	CE_1	inactive	consistent up
PDK3	CE	92	61	153	biallelic	0.39869281	CE_2	inactive	consistent up
PDK3	CE	82	72	154	biallelic	0.467532468	CE_3	inactive	consistent up
PDZD4	F002	74	0	74	monoallelic	0.0	F002_1	inactive	unchanged
PDZD4	F002	91	0	91	monoallelic	0.0	F002_2	inactive	unchanged
PDZD4	F002	57	0	57	monoallelic	0.0	F002_3	inactive	unchanged
PGK1	F002	0	11	11	monoallelic	0.0	F002_1	escape	unchanged
PGK1	F7cl15	20	0	20	monoallelic	0.0	F7cl15_2	escape	unchanged
PIGA	F7cl15	0	23	23	monoallelic	0.0	F7cl15_1	inactive	unchanged
PIGA	F7cl15	0	24	24	monoallelic	0.0	F7cl15_2	inactive	unchanged
PIGA	F7cl15	0	32	32	monoallelic	0.0	F7cl15_3	inactive	unchanged
PIGA	F7cl4	0	35	35	monoallelic	0.0	F7cl4_1	inactive	unchanged
PIGA	F7cl4	0	22	22	monoallelic	0.0	F7cl4_2	inactive	unchanged
PIGA	F7cl4	0	36	36	monoallelic	0.0	F7cl4_3	inactive	unchanged
PIN4	CD	15	0	15	monoallelic	0.0	CD_1	inactive	unchanged
PIN4	CD	12	0	12	monoallelic	0.0	CD_2	inactive	unchanged
PIN4	CD	12	0	12	monoallelic	0.0	CD_3	inactive	unchanged
PIN4	CE	0	15	15	monoallelic	0.0	CE_1	inactive	unchanged
PIN4	CE	0	21	21	monoallelic	0.0	CE_3	inactive	unchanged
PIN4	F002	10	0	10	monoallelic	0.0	F002_1	inactive	unchanged
PIN4	F002	26	0	26	monoallelic	0.0	F002_2	inactive	unchanged
PIN4	F002	12	0	12	monoallelic	0.0	F002_3	inactive	unchanged
PIR	ASD	54	182	236	in-between	0.228813559	ASD_1	inactive	consistent up
PIR	ASD	26	134	160	in-between	0.1625	ASD_2	inactive	consistent up
PIR	ASD	63	137	200	in-between	0.315	ASD_3	inactive	consistent up
PIR	F002	100	96	196	biallelic	0.489795918	F002_1	inactive	consistent up
PIR	F002	149	132	281	biallelic	0.46975089	F002_2	inactive	consistent up
PIR	F002	161	138	299	biallelic	0.461538462	F002_3	inactive	consistent up
PIR	F7cl15	175	7	182	monoallelic	0.038461538	F7cl15_1	inactive	consistent up
PIR	F7cl15	170	11	181	monoallelic	0.060773481	F7cl15_2	inactive	consistent up
PIR	F7cl15	240	14	254	monoallelic	0.05511811	F7cl15_3	inactive	consistent up
PIR	F7cl4	202	110	312	in-between	0.352564103	F7cl4_1	inactive	consistent up
PIR	F7cl4	156	104	260	in-between	0.4	F7cl4_2	inactive	consistent up
PIR	F7cl4	242	147	389	in-between	0.377892031	F7cl4_3	inactive	consistent up
PJA1	CD	175	192	367	biallelic	0.476839237	CD_1	inactive	sporadic up
PJA1	CD	130	191	321	biallelic	0.404984424	CD_2	inactive	sporadic up
PJA1	CD	168	194	362	biallelic	0.464088398	CD_3	inactive	sporadic up
PJA1	CE	230	0	230	monoallelic	0.0	CE_1	inactive	sporadic up
PJA1	CE	245	0	245	monoallelic	0.0	CE_2	inactive	sporadic up
PJA1	CE	214	0	214	monoallelic	0.0	CE_3	inactive	sporadic up
PLXNB3	CE	10	0	10	monoallelic	0.0	CE_3	escape	unchanged
PNMA3	ASD	0	28	28	monoallelic	0.0	ASD_1	inactive	unchanged
PNMA3	ASD	0	18	18	monoallelic	0.0	ASD_2	inactive	unchanged
PNMA3	ASD	0	42	42	monoallelic	0.0	ASD_3	inactive	unchanged
PQBP1	ASD	0	995	995	monoallelic	0.0	ASD_1	variable	unchanged
PQBP1	ASD	0	886	886	monoallelic	0.0	ASD_2	variable	unchanged
PQBP1	ASD	0	1090	1090	monoallelic	0.0	ASD_3	variable	unchanged
PQBP1	F7cl15	884	0	884	monoallelic	0.0	F7cl15_1	variable	unchanged
PQBP1	F7cl15	830	0	830	monoallelic	0.0	F7cl15_2	variable	unchanged
PQBP1	F7cl15	821	0	821	monoallelic	0.0	F7cl15_3	variable	unchanged
PQBP1	F7cl4	1093	0	1093	monoallelic	0.0	F7cl4_1	variable	unchanged
PQBP1	F7cl4	909	0	909	monoallelic	0.0	F7cl4_2	variable	unchanged
PQBP1	F7cl4	860	0	860	monoallelic	0.0	F7cl4_3	variable	unchanged
PRKX	ASD	89	25	114	in-between	0.219298246	ASD_1	escape	sporadic up
PRKX	ASD	94	19	113	in-between	0.168141593	ASD_2	escape	sporadic up
PRKX	ASD	116	37	153	in-between	0.241830065	ASD_3	escape	sporadic up
PRKX	CD	111	94	205	biallelic	0.458536585	CD_1	escape	sporadic up
PRKX	CD	130	108	238	biallelic	0.453781513	CD_2	escape	sporadic up
PRKX	CD	142	99	241	biallelic	0.410788382	CD_3	escape	sporadic up
PRKX	CE	82	83	165	biallelic	0.496969697	CE_1	escape	sporadic up
PRKX	CE	89	61	150	biallelic	0.406666667	CE_2	escape	sporadic up
PRKX	CE	95	100	195	biallelic	0.487179487	CE_3	escape	sporadic up
PRKX	F7cl15	0	70	70	monoallelic	0.0	F7cl15_1	escape	sporadic up
PRKX	F7cl15	0	123	123	monoallelic	0.0	F7cl15_2	escape	sporadic up
PRKX	F7cl15	0	137	137	monoallelic	0.0	F7cl15_3	escape	sporadic up
PRKX	F7cl4	82	106	188	biallelic	0.436170213	F7cl4_1	escape	sporadic up
PRKX	F7cl4	95	84	179	biallelic	0.469273743	F7cl4_2	escape	sporadic up
PRKX	F7cl4	98	102	200	biallelic	0.49	F7cl4_3	escape	sporadic up
PRPS2	ASD	151	0	151	monoallelic	0.0	ASD_1	inactive	unchanged
PRPS2	ASD	170	1	171	monoallelic	0.005847953	ASD_2	inactive	unchanged
PRPS2	ASD	193	0	193	monoallelic	0.0	ASD_3	inactive	unchanged
PRPS2	CE	10	4	14	in-between	0.285714286	CE_3	inactive	unchanged
PRPS2	F002	0	136	136	monoallelic	0.0	F002_1	inactive	unchanged
PRPS2	F002	0	118	118	monoallelic	0.0	F002_2	inactive	unchanged
PRPS2	F002	0	109	109	monoallelic	0.0	F002_3	inactive	unchanged
PRPS2	F7cl15	0	173	173	monoallelic	0.0	F7cl15_1	inactive	unchanged
PRPS2	F7cl15	0	162	162	monoallelic	0.0	F7cl15_2	inactive	unchanged
PRPS2	F7cl15	0	199	199	monoallelic	0.0	F7cl15_3	inactive	unchanged
PRPS2	F7cl4	0	163	163	monoallelic	0.0	F7cl4_1	inactive	unchanged
PRPS2	F7cl4	0	136	136	monoallelic	0.0	F7cl4_2	inactive	unchanged
PRPS2	F7cl4	0	188	188	monoallelic	0.0	F7cl4_3	inactive	unchanged
PTCHD1	F002	12	0	12	monoallelic	0.0	F002_1	variable	unchanged
PUDP	ASD	162	224	386	in-between	0.419689119	ASD_1	escape	unchanged
PUDP	ASD	119	224	343	in-between	0.346938776	ASD_2	escape	unchanged
PUDP	ASD	132	201	333	in-between	0.396396396	ASD_3	escape	unchanged
PUDP	F7cl15	58	123	181	in-between	0.320441989	F7cl15_1	escape	unchanged
PUDP	F7cl15	54	128	182	in-between	0.296703297	F7cl15_2	escape	unchanged
PUDP	F7cl15	81	201	282	in-between	0.287234043	F7cl15_3	escape	unchanged
PUDP	F7cl4	130	144	274	biallelic	0.474452555	F7cl4_1	escape	unchanged
PUDP	F7cl4	151	114	265	biallelic	0.430188679	F7cl4_2	escape	unchanged
PUDP	F7cl4	138	138	276	biallelic	0.5	F7cl4_3	escape	unchanged
RAB40A	F002	24	0	24	monoallelic	0.0	F002_1	inactive	unchanged
RAB40A	F002	17	1	18	monoallelic	0.055555556	F002_2	inactive	unchanged
RAB40A	F002	15	0	15	monoallelic	0.0	F002_3	inactive	unchanged
RAB40A	F7cl15	0	15	15	monoallelic	0.0	F7cl15_1	inactive	unchanged
RAB40A	F7cl4	0	18	18	monoallelic	0.0	F7cl4_1	inactive	unchanged
RAB40A	F7cl4	0	20	20	monoallelic	0.0	F7cl4_2	inactive	unchanged
RAB40A	F7cl4	0	14	14	monoallelic	0.0	F7cl4_3	inactive	unchanged
RBBP7	ASD	119	310	429	in-between	0.277389277	ASD_1	inactive	consistent up
RBBP7	ASD	100	286	386	in-between	0.259067358	ASD_2	inactive	consistent up
RBBP7	ASD	102	260	362	in-between	0.281767956	ASD_3	inactive	consistent up
RBBP7	CD	231	310	541	biallelic	0.426987061	CD_1	inactive	consistent up
RBBP7	CD	249	296	545	biallelic	0.456880734	CD_2	inactive	consistent up
RBBP7	CD	252	314	566	biallelic	0.445229682	CD_3	inactive	consistent up
RBBP7	CE	155	187	342	biallelic	0.453216374	CE_1	inactive	consistent up
RBBP7	CE	188	208	396	biallelic	0.474747475	CE_2	inactive	consistent up
RBBP7	CE	238	224	462	biallelic	0.484848485	CE_3	inactive	consistent up
RBBP7	F7cl15	292	72	364	in-between	0.197802198	F7cl15_1	inactive	consistent up
RBBP7	F7cl15	293	90	383	in-between	0.234986945	F7cl15_2	inactive	consistent up
RBBP7	F7cl15	288	107	395	in-between	0.270886076	F7cl15_3	inactive	consistent up
RBBP7	F7cl4	269	264	533	biallelic	0.495309568	F7cl4_1	inactive	consistent up
RBBP7	F7cl4	275	291	566	biallelic	0.485865724	F7cl4_2	inactive	consistent up
RBBP7	F7cl4	258	278	536	biallelic	0.481343284	F7cl4_3	inactive	consistent up
RBM3	F7cl15	0	18	18	monoallelic	0.0	F7cl15_2	inactive	sporadic down
RBM3	F7cl15	0	15	15	monoallelic	0.0	F7cl15_3	inactive	sporadic down
RIBC1	F002	0	13	13	monoallelic	0.0	F002_1	escape	unchanged
RIBC1	F002	0	10	10	monoallelic	0.0	F002_3	escape	unchanged
RIBC1	F7cl15	0	19	19	monoallelic	0.0	F7cl15_1	escape	unchanged
RLIM	F002	0	85	85	monoallelic	0.0	F002_1	inactive	unchanged
RLIM	F002	0	91	91	monoallelic	0.0	F002_2	inactive	unchanged
RLIM	F002	0	97	97	monoallelic	0.0	F002_3	inactive	unchanged
RNF113A	F7cl15	51	0	51	monoallelic	0.0	F7cl15_1		unchanged
RNF113A	F7cl15	60	0	60	monoallelic	0.0	F7cl15_2		unchanged
RNF113A	F7cl15	76	0	76	monoallelic	0.0	F7cl15_3		unchanged
RNF113A	F7cl4	56	0	56	monoallelic	0.0	F7cl4_1		unchanged
RNF113A	F7cl4	76	0	76	monoallelic	0.0	F7cl4_2		unchanged
RNF113A	F7cl4	62	0	62	monoallelic	0.0	F7cl4_3		unchanged
RPGR	ASD	39	0	39	monoallelic	0.0	ASD_1	inactive	sporadic up
RPGR	ASD	29	0	29	monoallelic	0.0	ASD_2	inactive	sporadic up
RPGR	ASD	50	0	50	monoallelic	0.0	ASD_3	inactive	sporadic up
RPL39	ASD	0	19	19	monoallelic	0.0	ASD_1	inactive	sporadic down
RPL39	ASD	0	26	26	monoallelic	0.0	ASD_2	inactive	sporadic down
RPL39	F7cl15	0	16	16	monoallelic	0.0	F7cl15_1	inactive	sporadic down
RPL39	F7cl15	0	15	15	monoallelic	0.0	F7cl15_2	inactive	sporadic down
RPL39	F7cl15	0	19	19	monoallelic	0.0	F7cl15_3	inactive	sporadic down
RPL39	F7cl4	0	15	15	monoallelic	0.0	F7cl4_2	inactive	sporadic down
RPL39	F7cl4	0	19	19	monoallelic	0.0	F7cl4_3	inactive	sporadic down
RPS6KA3	CD	34	28	62	biallelic	0.451612903	CD_1	inactive	sporadic up
RPS6KA3	CD	40	39	79	biallelic	0.493670886	CD_2	inactive	sporadic up
RPS6KA3	CD	47	33	80	biallelic	0.4125	CD_3	inactive	sporadic up
RPS6KA3	CE	46	0	46	monoallelic	0.0	CE_1	inactive	sporadic up
RPS6KA3	CE	58	0	58	monoallelic	0.0	CE_2	inactive	sporadic up
RPS6KA3	CE	48	2	50	monoallelic	0.04	CE_3	inactive	sporadic up
RPS6KA6	F002	0	47	47	monoallelic	0.0	F002_1	inactive	unchanged
RPS6KA6	F002	0	46	46	monoallelic	0.0	F002_2	inactive	unchanged
RPS6KA6	F002	0	42	42	monoallelic	0.0	F002_3	inactive	unchanged
RTL5	ASD	0	13	13	monoallelic	0.0	ASD_1	inactive	sporadic up
RTL5	F7cl15	13	0	13	monoallelic	0.0	F7cl15_2	inactive	sporadic up
RTL5	F7cl4	21	0	21	monoallelic	0.0	F7cl4_2	inactive	sporadic up
RTL5	F7cl4	19	0	19	monoallelic	0.0	F7cl4_3	inactive	sporadic up
RTL8B	ASD	97	0	97	monoallelic	0.0	ASD_1	inactive	sporadic up
RTL8B	ASD	67	0	67	monoallelic	0.0	ASD_2	inactive	sporadic up
RTL8B	ASD	95	0	95	monoallelic	0.0	ASD_3	inactive	sporadic up
RTL8B	CD	151	17	168	in-between	0.101190476	CD_1	inactive	sporadic up
RTL8B	CD	123	10	133	in-between	0.07518797	CD_2	inactive	sporadic up
RTL8B	CD	96	20	116	in-between	0.172413793	CD_3	inactive	sporadic up
RTL8B	CE	0	87	87	monoallelic	0.0	CE_1	inactive	sporadic up
RTL8B	CE	0	80	80	monoallelic	0.0	CE_2	inactive	sporadic up
RTL8B	CE	0	71	71	monoallelic	0.0	CE_3	inactive	sporadic up
RTL8B	F002	74	0	74	monoallelic	0.0	F002_1	inactive	sporadic up
RTL8B	F002	53	0	53	monoallelic	0.0	F002_2	inactive	sporadic up
RTL8B	F002	82	0	82	monoallelic	0.0	F002_3	inactive	sporadic up
SCML2	ASD	0	42	42	monoallelic	0.0	ASD_1	inactive	unchanged
SCML2	ASD	0	58	58	monoallelic	0.0	ASD_2	inactive	unchanged
SCML2	ASD	0	49	49	monoallelic	0.0	ASD_3	inactive	unchanged
SHROOM2	ASD	0	18	18	monoallelic	0.0	ASD_2	variable	consistent up
SHROOM2	ASD	0	23	23	monoallelic	0.0	ASD_3	variable	consistent up
SHROOM2	CD	12	17	29	biallelic	0.413793103	CD_1	variable	consistent up
SHROOM2	CD	22	16	38	biallelic	0.421052632	CD_2	variable	consistent up
SHROOM2	CD	28	24	52	biallelic	0.461538462	CD_3	variable	consistent up
SHROOM2	CE	9	2	11	in-between	0.181818182	CE_2	variable	consistent up
SHROOM2	CE	21	4	25	in-between	0.16	CE_3	variable	consistent up
SHROOM2	F7cl15	27	0	27	monoallelic	0.0	F7cl15_1	variable	consistent up
SHROOM2	F7cl15	40	0	40	monoallelic	0.0	F7cl15_2	variable	consistent up
SHROOM2	F7cl15	15	0	15	monoallelic	0.0	F7cl15_3	variable	consistent up
SHROOM2	F7cl4	23	11	34	in-between	0.323529412	F7cl4_1	variable	consistent up
SHROOM2	F7cl4	28	21	49	in-between	0.428571429	F7cl4_2	variable	consistent up
SHROOM2	F7cl4	19	13	32	in-between	0.40625	F7cl4_3	variable	consistent up
SLC16A2	ASD	123	0	123	monoallelic	0.0	ASD_1	inactive	unchanged
SLC16A2	ASD	178	0	178	monoallelic	0.0	ASD_2	inactive	unchanged
SLC16A2	ASD	181	0	181	monoallelic	0.0	ASD_3	inactive	unchanged
SLC16A2	CD	169	71	240	in-between	0.295833333	CD_1	inactive	unchanged
SLC16A2	CD	166	98	264	in-between	0.371212121	CD_2	inactive	unchanged
SLC16A2	CD	193	115	308	in-between	0.373376623	CD_3	inactive	unchanged
SLC16A2	CE	0	105	105	monoallelic	0.0	CE_1	inactive	unchanged
